NumeroDaAmostra	DataDeRegistroNoSISAGUA	DataColeta	DescricaoDoLocal	Zona	CategoriaArea	Area	TipoDoLocal	NomeLocal	Latitude	Longitude	fk_Municipio_CodigoDoIBGE	Procedencia	PontoDeColeta	Motivo	Hora
230433000021	2023-03-07 08:44:19	2023-01-11	RUA DIRETA S/N B ALTO DO SAO ROQUE	Urbana	Bairro	ALTO DO SAO ROQUE 					293290	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:00:00
230101000031	2024-03-25 11:44:34	2023-01-11	BR 415, S/N, SÃO LOURENÇO	Urbana	Área urbana isolada	BR 101					291480	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:43:00
230101000032	2023-05-08 11:22:03	2023-01-11	RODOVIA BARRAGEM DE PEDRAS SN POVOADO DA BARRAGEM DE PEDRAS	Rural	Povoado/Lugarejo	BARRAGEM DE PEDRAS					291800	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:35:00
230719000014	2023-07-19 10:46:07	2023-01-16	SITIO URI/BARRAGEM DO NEGREIRO								261220	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	13:30:00
230814000057	2023-02-02 15:26:19	2023-01-17	ETA IZACOLÂNDIA								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:30:00
230814000058	2023-02-02 15:10:39	2023-01-17	ETA SANTA MARIA DA BOA VISTA								261260	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:07:00
230814000056	2023-02-02 15:08:27	2023-01-17	ETA CABROBÓ								260300	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:12:00
230814000011	2023-02-02 12:04:52	2023-01-17	ETA 1 CENTRO								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:46:00
230814000003	2023-02-02 16:49:24	2023-01-17	ETA CENTRO 1	Urbana	Bairro	CENTRO					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:47:00
230814000016	2023-02-02 15:02:53	2023-01-17	ETA VITÓRIA								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	14:40:00
230814000008	2023-02-02 16:46:25	2023-01-17	ETA VITÓRIA, DISTRITO INDUSTRIAL	Urbana	Bairro	DISTRITO INDUSTRIAL					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:41:00
230814000001	2023-02-02 16:43:35	2023-01-17	ETA MORRO DO CRIOULO	Rural	Povoado/Lugarejo	FAZENDA TERRA NOVA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:17:00
230814000009	2023-02-02 11:50:16	2023-01-17	ETA MORRO DO CRIOULO								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	15:18:00
230814000002	2023-02-02 16:32:59	2023-01-17	ETA SERROTE DO URUBU	Rural	Comunidade Ribeirinha	SERROTE DO URUBU					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	16:14:00
230814000010	2023-02-02 11:54:53	2023-01-17	ETA SERROTE DO URUBU								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	16:16:00
230532000022	2023-05-17 15:39:44	2023-01-18	SÍTIO LAJES								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	06:50:00
230101000063	2023-01-27 10:41:18	2023-01-23	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:55:00
230101000070	2023-02-06 07:32:23	2023-01-23	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:55:00
230101000062	2023-01-27 10:37:37	2023-01-23	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:59:00
230101000071	2023-02-06 07:34:08	2023-01-23	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	07:59:00
230101000060	2023-01-27 10:32:14	2023-01-23	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:25:00
230101000061	2023-01-27 10:35:52	2023-01-23	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:25:00
230101000069	2023-02-06 07:49:45	2023-01-23	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:25:00
230101000068	2023-02-06 07:48:01	2023-01-23	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:27:00
230101000065	2023-01-27 10:47:22	2023-01-23	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:35:00
230101000075	2023-02-06 07:46:40	2023-01-23	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:35:00
230101000064	2023-01-27 10:49:08	2023-01-23	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:40:00
230101000074	2023-02-06 07:44:25	2023-01-23	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:40:00
230202000049	2023-04-27 07:14:55	2023-01-23	ESTRADA FEIRA SAO GONCALO	Urbana	Bairro	TOMBA					291080	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:00:00
230101000072	2023-02-06 07:35:46	2023-01-23	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:18:00
230101000066	2023-01-27 10:43:19	2023-01-23	RUA SÃO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:20:00
230101000073	2023-02-06 07:43:09	2023-01-23	RUA SÃO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:20:00
230101000067	2023-01-27 10:46:01	2023-01-23	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:26:00
FR 5482	2025-01-07 09:35:44	2023-01-23									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	15:53:00
230101000047	2023-07-08 09:32:01	2023-01-25	AVENIDA DR. ARLINDO COSTA DE OLIVEIRA SN COLINA VERDE	Urbana	Bairro	COLINA VERDE					293135	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:50:00
230101000048	2023-07-11 14:46:32	2023-01-25	RUA PAULO AFONSO 36 - CENTRO	Urbana	Bairro	CENTRO	Casa	RUA AFONSO PENA 36			291072	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:50:00
230110000001	2023-04-11 15:23:06	2023-01-26	PARQUE DA BOLANDEIRA, SN	Urbana	Bairro	BOCA DO RIO			-129.735.981	-384.259.731	292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:08:00
230110000002	2023-04-11 15:31:52	2023-01-26	PARQUE DA BOLANDEIRA, SN	Urbana	Bairro	BOCA DO RIO			-129.735.981	-384.259.731	292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:10:00
230110000004	2023-04-11 15:36:54	2023-01-26	AVENIDA EDGARD SANTOS	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 	-129.584.187	-384.523.852	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:26:00
230110000005	2023-04-11 15:38:56	2023-01-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA LIBERDADE RESERVATORIO R7 L05069	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:31:00
230110000006	2023-04-11 15:42:49	2023-01-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA DA CAMARA NOVA RESERVATORIO R7 L05027	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:34:00
230110000007	2023-04-11 15:44:47	2023-01-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA DA ETA PRINCIPAL RESERVATORIO R7 L05071	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:38:00
230110000008	2023-04-11 15:50:23	2023-01-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:41:00
230110000009	2023-04-11 15:52:16	2023-01-26	RUA SILVEIRA MARTINS	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7	-12.958.587	-384.673.789	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:44:00
230110000003	2023-04-11 15:34:54	2023-01-26	RUA DR OSVALDO JOSÉ LEAL	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO	-128.937.082	-38.440.751	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	11:13:00
230110000010	2023-04-11 15:54:02	2023-01-26	LADEIRA DO ALTO DA BOLA	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO	-129.930.716	-38.503.609	292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	13:59:00
230110000011	2023-04-11 15:56:18	2023-01-26	PRAÇA ALMIRANTE COELHO NETO, N 05	Urbana	Bairro	BARRIS	Praça	PRACA ALMIRANTE COELHO NETO EM FRENTE A CLINICA NEPHRON	-12.987.078	-385.140.828	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:12:00
230110000012	2023-04-11 15:58:15	2023-01-26	RUA SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 	-129.569.507	-384.955.637	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:31:00
230110000013	2023-04-11 16:00:04	2023-01-26	RUA PLÍNIO DE LIMA	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SAGRADA FAMILIA	-129.245.802	-385.105.627	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:51:00
230110000014	2023-04-11 16:03:09	2023-01-26	AVENIDA DENDEZEIROS - LARGO DE ROMA	Urbana	Bairro	ROMA	Estabelecimento de saúde	HOSPITAL IRMA DULCE	-129.347.955	-385.068.328	292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:01:00
230814000086	2023-03-02 09:08:31	2023-01-30	ETA SANTA MARIA DA BOA VISTA								261260	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:20:00
230814000087	2023-03-02 12:31:41	2023-01-30	ETA SANTA MARIA DA BOA VISTA	Urbana	Bairro	CENTRO					261260	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:30:00
230532000030	2023-05-26 09:21:29	2023-02-01									260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:24:00
230532000031	2023-05-26 09:24:37	2023-02-06									260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:25:00
230532000033	2023-05-26 09:32:27	2023-02-06									260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:25:00
230532000032	2023-05-26 09:27:41	2023-02-06		Urbana	Bairro	SAO JOSE					260600	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:25:00
230719000028	2023-07-19 10:41:06	2023-02-07	SITIO URI/BARRAGEM DO NEGREIRO								261220	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	06:00:00
230814000102	2023-02-14 08:15:46	2023-02-07	ETA VITÓRIA								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:20:00
230814000095	2023-03-02 12:48:41	2023-02-07	ETA VITÓRIA	Urbana	Bairro	DISTRITO INDUSTRIAL					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:27:00
230814000097	2023-02-14 08:25:00	2023-02-07	ETA SERROTE DO URUBU								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:06:00
230814000089	2023-03-02 13:46:58	2023-02-07	ETA SERROTE DO URUBU	Rural	Comunidade Ribeirinha	SERROTE DO URUBU					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:08:00
230814000094	2023-03-02 12:45:42	2023-02-07	ETA LAGOA GRANDE	Urbana	Área urbana isolada	IZACOLANDIA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:55:00
230814000101	2023-02-14 08:19:43	2023-02-07	ETA IZACOLÂNDIA								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:57:00
230814000093	2023-03-02 13:28:22	2023-02-07	ETA SANTA MARIA DA BOA VISTA	Urbana	Bairro	CENTRO					261260	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:38:00
230814000100	2023-02-14 08:21:53	2023-02-07	ETA OROCÓ								260980	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:04:00
230101000086	2023-04-14 09:12:23	2023-02-07	POOADO DOMURICI	Rural	Povoado/Lugarejo	MURICI					290820	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:05:00
230814000092	2023-03-02 13:33:49	2023-02-07	ETA OROCÓ	Urbana	Bairro	CENTRO					260980	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:12:00
230814000099	2023-02-14 08:23:25	2023-02-07	ETA CABROBÓ								260300	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:30:00
230814000091	2023-03-02 13:37:39	2023-02-07	ETA CABROBÓ	Urbana	Bairro	CENTRO					260300	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:42:00
FR 10196	2025-01-07 10:33:52	2023-02-07									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	15:42:00
230202000076	2023-05-02 07:53:22	2023-02-08	RUA RIO VERMELHO/SANTA MONICA II	Urbana	Bairro	SANTA MONICA II					291080	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:40:00
230101000090	2023-04-14 11:58:38	2023-02-08	RUA DIRETA S/N B ALTO DO SAO ROQUE	Urbana	Bairro	ALTO DO SAO ROQUE 					293290	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:00:00
23101000092	2025-07-16 11:12:31	2023-02-08	BR 101, KM, 204-MURITIBA	Rural	Povoado/Lugarejo	GRAVATA					290980	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:57:00
230101000093	2023-04-12 16:56:25	2023-02-08	RODOVIA BARRAGEM DE PEDRAS SN POVOADO DA BARRAGEM DE PEDRAS	Rural	Povoado/Lugarejo	BARRAGEM DE PEDRAS					291800	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:50:00
230101000094	2023-04-12 17:00:23	2023-02-08	RODOVIA BR 330 KM 17, JEQUIEZINHO	Urbana	Bairro	JEQUIEZINHO					291800	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	16:35:00
230101000135	2023-02-16 08:16:13	2023-02-13	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:00:00
230101000136	2023-02-16 08:13:16	2023-02-13	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
230101000144	2023-03-09 10:30:23	2023-02-13	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
230101000145	2023-03-09 10:32:27	2023-02-13	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:00:00
230101000166	2023-03-20 09:39:23	2023-02-13	TORNEIRA SAIDA COMPORTA - BARRAGEM SERRINHA	Rural	Povoado/Lugarejo	POVOADO POCO DA CERCA					261390	SOLUÇÃO ALTERNATIVA		Rotina	08:30:00
230101000167	2023-03-20 09:33:51	2023-02-13	SAIDA COMPORTA  , BARRAGEM DE SERRINHA	Rural	Povoado/Lugarejo	POVOADO POCO DA CERCA					261390	SOLUÇÃO ALTERNATIVA		Rotina	08:30:00
230101000133	2023-02-16 07:59:24	2023-02-13	RUA BARTOLOMEU ANACLETO 10								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:50:00
230101000134	2023-02-16 08:01:36	2023-02-13	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:50:00
230101000156	2023-03-09 10:34:14	2023-02-13	RUA BARTOLOMEU ANACLETO 10	Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:50:00
230101000139	2023-02-16 08:10:22	2023-02-13	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:23:00
230101000152	2023-03-09 10:28:27	2023-02-13	ETA BEZERROS	Urbana	Bairro	CENTRO					260190	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:25:00
230101000141	2023-02-16 08:08:27	2023-02-13	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:32:00
230101000150	2023-03-09 10:26:12	2023-02-13	ETA BEZERROS								260190	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:35:00
230101000149	2023-03-09 10:37:15	2023-02-13	RUA SÃO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:15:00
230101000137	2023-02-16 08:06:43	2023-02-13	RUA SÃO PEDRO SN								260640	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:17:00
230101000138	2023-02-16 08:05:35	2023-02-13	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:20:00
230101000147	2023-03-09 10:38:41	2023-02-13	RUA SÃO PEDRO SN	Urbana	Bairro	CRUZEIRO					260640	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:22:00
230101000109	2024-03-14 08:38:01	2023-02-14	ZONA RURAL CERAIMA	Rural	Povoado/Lugarejo	NUCLEO HABITACIONAL DE CERAIMA					291170	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:35:00
230814000096	2023-04-13 11:52:30	2023-02-14	ETA MORRO DO CRIOULO								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:45:00
230106000061	2023-10-11 15:56:22	2023-02-14		Urbana	Sede de distrito (ou vila)	PASSAGEM DOS TEIXEIRAS					290650	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:50:00
230814000088	2023-04-13 12:28:22	2023-02-14	ETA MORRO DO CRIOULO	Rural	Povoado/Lugarejo	FAZENDA TERRA NOVA					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:50:00
230814000090	2023-04-13 12:38:46	2023-02-14	ETA CENTRO I	Urbana	Bairro	CENTRO					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:27:00
230814000098	2023-04-13 11:29:07	2023-02-14	ETA 1 CENTRO								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:28:00
230101000113	2023-05-11 16:33:05	2023-02-15	AVENIDA DOUTOR ARLINDO COSTA DE OLIVEIRA	Urbana	Bairro	COLINA VERDE					293135	SISTEMA DE DISTRIBUIÇÃO	Torneira antes da reservação	Rotina	10:00:00
230101000112	2023-07-11 14:43:34	2023-02-15	ETA 2	Urbana	Bairro	VIVENDAS COSTA AZUL	Outro	TORNEIRA EXTERNA EMBASA ETA			291072	SISTEMA DE DISTRIBUIÇÃO	Torneira antes da reservação	Rotina	15:35:00
230101000114	2023-04-12 15:49:38	2023-02-15	LOTEAMENTO EUROPEU	Urbana	Bairro	ORLA					292530	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:35:00
230101000203	2023-03-02 11:43:12	2023-02-27	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:00:00
230101000204	2023-03-02 11:47:08	2023-02-27	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:00:00
230101000205	2023-03-24 09:56:18	2023-02-27	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
230101000206	2023-03-09 10:41:04	2023-02-27	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:00:00
FR 13368	2025-01-08 08:29:15	2023-02-28									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	13:03:00
230202000151	2023-05-02 10:07:39	2023-03-08	ESTRADA FEIRA DE SANTANA/ SÃO GONÇALO	Urbana	Bairro	TOMBA					291080	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:20:00
230101000155	2023-05-31 11:59:43	2023-03-08	LOTEAMENTO EUROPEU	Urbana	Bairro	CENTRO					292530	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:35:00
230101000162	2024-03-13 11:07:13	2023-03-08	BR 415 S/N, SÃO LOURENÇO	Urbana	Área urbana isolada	BR 101					291480	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:48:00
230101000157	2023-05-08 11:13:40	2023-03-08	RODOVIA BARRAGEM DE PEDRAS SN POVOADO DA BARRAGEM DE PEDRAS	Rural	Povoado/Lugarejo	BARRAGEM DE PEDRAS					291800	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:46:00
230159000056	2023-08-04 09:07:47	2023-03-08	RUA A N 358, TAPERA	Urbana	Bairro	CENTRO					291360	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	16:00:00
230101000158	2023-05-08 11:17:59	2023-03-08	RODOVIA BR 330 KM 17	Urbana	Bairro	JEQUIEZINHO					291800	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	17:10:00
230101000159	2023-07-11 14:48:56	2023-03-08	ETA 2	Urbana	Bairro	VIVENDAS COSTA AZUL	Outro	TORNEIRA EXTERNA EMBASA ETA			291072	SISTEMA DE DISTRIBUIÇÃO	Torneira antes da reservação	Rotina	17:35:00
230101000229	2023-04-12 07:31:35	2023-03-13	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:15:00
230101000226	2023-03-21 08:31:59	2023-03-13	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:18:00
230101000227	2023-03-21 08:34:54	2023-03-13	RUA BOA VIAGEM 700								260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:18:00
230101000228	2023-04-12 07:33:28	2023-03-13	RUA BOA VIAGEM 700	Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:20:00
